acc	organism	database_source	llps_roles	mlos	idrs	lcrs	llps_regions	pfam_domains
P50851	Homo sapiens	phasepdb	client	stress_granule	1-35,969-1005,1018-1039,1161-1193,1586-1668,1759-1789	11-31,1031-1042,1102-1116,1584-1605,1669-1679,1696-1711,1748-1762,1846-1859,1990-1994,2797-2808		DUF1088 (x1),PH_BEACH (x1),Beach (x1),DUF4704 (x1)
P50880	Caenorhabditis elegans	phasepdb	client	p_granule				
P50883	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_L11_N (x1),Ribosomal_L11 (x1)
P50886	Xenopus laevis	cdcode,phasepdb	client	balbiani_body,mitochondrial_cloud		5-23,48-61,80-97,120-128		Ribosomal_L22e (x1)
P50895	Homo sapiens	phasepdb	client	nucleolus	579-628	6-25,129-139,215-227,546-571,607-625		C2-set_2 (x1),Ig_2 (x2),V-set (x1)
P50896	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	p_body	33-57,118-147,202-233,290-324,337-369,384-405	137-145,305-323,347-361,385-394,503-519,690-708,776-796		PSP1 (x1)
P50897	Homo sapiens	phasepdb	client	nuclear_speckle				
P50914	Homo sapiens	cdcode,drllps,phasepdb	driver,client	nuclear_body,nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	161-215	92-103,128-215		Ribosomal_L14e (x1)
P50990	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	529-548	108-119,207-218,528-545		Cpn60_TCP1 (x1)
P50991	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_stress_body,nucleolus,p62_cluster,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-29	10-23		Cpn60_TCP1 (x1)
P50993	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	1-31,212-231	22-36,94-119,292-328,334-346,786-805		Cation_ATPase_N (x1),Cation_ATPase_C (x1)
P50995	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	centrosome,centrosome/spindle_pole_body,midbody_granule,neuronal_rnp_granule,p62_cluster,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-37,84-199	3-36,75-94,99-177	1-505_phasepdb	Annexin (x4)
P51114	Homo sapiens	cdcode,drllps,phasepdb	driver,client	fxr1_network,fxr_driven_sars_cov_2_condensate,p_body,stress_granule	381-530,545-621	379-392,428-467,502-510		KH_9 (x1),KH_1 (x1),FXMRP1_C_core (x2),Tudor_FRX1 (x1),FXR_C1 (x1),FXR_C3 (x1),Agenet (x1)
P51116	Homo sapiens	cdcode,drllps,phasepdb	driver,client	fxr_driven_sars_cov_2_condensate,p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	389-673	368-380,389-404,422-444,473-501,526-558,584-597		KH_9 (x1),Tudor_FRX1 (x1),KH_1 (x2),FXMRP1_C_core (x1),FXR_C1 (x1),Agenet (x1)
P51148	Homo sapiens	cdcode,drllps	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	185-216	2-17		Ras (x1)
P51149	Homo sapiens	cdcode,drllps,phasepdb	driver,client	nucleolus,p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule				Ras (x1)
P51150	Mus musculus	cdcode,drllps	client	elva,postsynaptic_density				Ras (x1)
P51153	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	173-203			Ras (x1)
P51159	Homo sapiens	cdcode	client	stress_granule				
P51178	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		431-454,461-472		EF-hand_like (x1),PI-PLC-X (x1),PI-PLC-Y (x1),C2 (x1)
P51403	Caenorhabditis elegans	drllps,phasepdb	client,regulator	p_body,p_granule	1-57	2-51		Ribosomal_S5_C (x1),Ribosomal_S5 (x1)
P51404	Caenorhabditis elegans	phasepdb	client	p_granule				
P51407	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	62-115	63-105		
P51410	Mus musculus	cdcode,drllps	client	postsynaptic_density		45-56		Ribosomal_L6 (x2)
P51412	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		2-16,80-93,171-183		Ribosomal_L21p (x1)
P51413	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	153-175	153-163		Ribosomal_L22 (x1)
P51414	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-26,121-146	107-121		KOW (x1),Ribosomal_L26 (x1)
P51418	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_L18A (x1)
P51419	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		100-120		Ribosomal_L27e (x1)
P51422	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_L35Ae (x1)
P51427	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Ribosomal_S7 (x1)
P51430	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	219-249	85-101,191-206		Ribosomal_S6e (x1)
P51452	Homo sapiens	cdcode,drllps,phasepdb	client,regulator	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule				
P51469	Xenopus laevis	cdcode	client	mitochondrial_cloud				
P51513	Homo sapiens	phasepdb	client	nucleolus	1-44,139-171	150-169,273-299,325-402		KH_1 (x3)
P51531	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus,paraspeckle,stress_granule	1-71,95-176,212-334,551-592,627-672,1344-1383,1506-1590	7-58,96-113,135-154,214-254,262-275,279-318,383-394,430-450,548-568,633-658,994-1003,1222-1237,1247-1264,1290-1301,1333-1355,1509-1531,1533-1564,1568-1586		Helicase_C (x1),SnAC (x1),Bromodomain (x1),QLQ (x1),HSA (x1),BRK (x1),SNF2-rel_dom (x1)
P51532	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	nuclear_speckle,nucleolus,paraspeckle,pml_nuclear_body	1-177,198-352,577-610,647-699,1254-1299,1400-1460,1564-1647	6-55,130-159,221-247,252-289,304-330,407-418,454-474,572-593,657-675,691-702,1019-1034,1283-1300,1313-1327,1353-1364,1393-1403,1407-1418,1421-1443,1567-1590,1611-1621,1627-1647	1-340_phasepdb	Helicase_C (x1),SnAC (x1),Bromodomain (x1),QLQ (x1),HSA (x1),BRK (x1),SNF2-rel_dom (x1)
P51553	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule		100-111,285-297		Iso_dh (x1)
P51570	Homo sapiens	phasepdb	client	nuclear_speckle,stress_granule		10-27,126-148,286-297		GHMP_kinases_N (x1),GalKase_gal_bdg (x1),GHMP_kinases_C (x1)
P51571	Homo sapiens	phasepdb	client	p62_cluster				
P51572	Homo sapiens	cdcode	client	pml_nuclear_body				
P51575	Homo sapiens	drllps,phasepdb	client,regulator	p_body		29-51		
P51587	Homo sapiens	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	37-68,358-381,2430-2450,3393-3418	193-207,1741-1753,2052-2063,2792-2813,2844-2879,3274-3285		BRCA2 (x7),BRCA-2_helical (x1),BRCA-2_OB1 (x1),Tower (x1),BRCA-2_OB3 (x1)
P51608	Homo sapiens	llpsdb,phasepdb	driver	heterochromatin,heterochromatin;_nucleolus	1-119,147-275,324-486	20-46,68-81,171-199,274-292,340-405,434-447	78-486_phasepdb	MBD (x1)
P51610	Homo sapiens	cdcode,phasepdb	driver,client	nuclear_body,nucleolus,pml_nuclear_body,transcriptional_condensate	407-434,1291-1371,1435-1470,1487-1515,1994-2035	403-437,445-462,547-555,639-658,754-773,869-894,933-950,1019-1036,1081-1095,1111-1122,1167-1183,1268-1273,1299-1312,1323-1354,1362-1374,1423-1437,1463-1501,1510-1521,1565-1579,1607-1646,1688-1712,1762-1773,1794-1808,1955-1967		Kelch_1 (x1)
P51648	Homo sapiens	cdcode,drllps,phasepdb	client	p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		123-134,464-473		Aldedh (x1)
P51649	Homo sapiens	cdcode,drllps	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		48-60,95-108,237-244,452-462		Aldedh (x1)
P51654	Homo sapiens	phasepdb	client	p62_cluster				
P51655	Mus musculus	cdcode,drllps	client	postsynaptic_density		2-31,231-238,492-501		Glypican (x1)
P51659	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		9-30,309-325,459-471		adh_short (x1),MaoC_dehydratas (x1),SCP2 (x1)
P51660	Mus musculus	cdcode,drllps	client	postsynaptic_density		9-28,458-470		adh_short (x1),MaoC_dehydratas (x1),SCP2 (x1)
P51665	Homo sapiens	cdcode,phasepdb	client	stress_granule	281-324	9-20,163-173,286-324		MitMem_reg (x1),JAB (x1)
P51679	Homo sapiens	cdcode,drllps	client	stress_granule		48-65,112-131,243-273		7tm_1 (x1)
P51784	Homo sapiens	cdcode,drllps,phasepdb	client	others,stress_granule	64-93,644-691,716-735,938-963	42-65,649-666,938-957		Ubiquitin_3 (x1),UCH (x1),USP7_C2 (x1),DUSP (x1)
P51798	Homo sapiens	drllps	regulator	p_body,stress_granule	1-49	63-82,174-197,227-245,288-308,375-394,414-433		Voltage_CLC (x1),CBS (x2)
P51805	Homo sapiens	drllps,phasepdb	client,regulator	p_body,postsynaptic_density		6-19,239-252,722-736,1215-1242,1246-1273		TIG (x4),Plexin_cytopl (x1),Sema (x1),PSI (x2),TIG_plexin (x1),TIG_2 (x1)
P51812	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	1-38	174-187,480-492		Pkinase_C (x1),Pkinase (x2)
P51813	Homo sapiens	phasepdb	client	cajal_body,nucleolus,p_body,pml_nuclear_body		251-261,273-289		BTK (x1),SH2 (x1),PK_Tyr_Ser-Thr (x1),PH (x1)
P51816	Homo sapiens	cdcode,phasepdb	client	nuclear_speckle	94-187,204-229,377-417,457-530,574-726,818-867,881-942	248-267,420-437,463-479,481-509,712-727,753-773,896-928,979-1032,1048-1055,1158-1169		AF-4_C (x1),AF4_int (x1)
P51817	Homo sapiens	phasepdb	client	cajal_body	1-34	7-12,241-250		Pkinase (x1)
P51818	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	219-248,676-699	210-254,517-542,633-643,670-680		HSP90 (x1),HATPase_c (x1)
P51857	Homo sapiens	cdcode,drllps	client	nucleolus				Aldo_ket_red (x1)
P51858	Homo sapiens	cdcode,phasepdb	client	nuclear_stress_body,pml_nuclear_body	69-240	110-120,169-183,212-231		PWWP (x1)
P51863	Mus musculus	cdcode,drllps	client	postsynaptic_density				vATP-synt_AC39 (x1)
P51881	Mus musculus	cdcode,drllps,phasepdb	client	mast_cell_extracellular_granules_(mcegs),postsynaptic_density,tau_condensate		114-125		Mito_carr (x3)
P51955	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nucleolus		313-333,416-427		Pkinase (x1)
P51991	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	dhx9_stress_granules,droplet,nuclear_body,nuclear_speckle,nuclear_stress_body,nucleolus,p62_cluster,p_body,stress_granule,synthetic_condensate_000117	1-35,204-225,336-378	5-22,211-337,348-377	1-378_phasepdb	RRM_1 (x2)
P51991-2	Homo sapiens	phasepdb	client	nuclear_stress_body				
P52171	Xenopus laevis	cdcode,llpsdb	driver,client	mitochondrial_cloud	1-22	23-36,165-176,451-467		IBB (x1),Arm (x8),Arm_3 (x1)
P52209	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nucleolus,p62_cluster,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		124-134		6PGD (x1),NAD_binding_2 (x1)
P52272	Homo sapiens	cdcode,drllps,phasepdb	client	dhx9_stress_granules,nuclear_body,nuclear_speckle,nucleolus,nucleolus;_stress_granule,p62_cluster,p_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-62	2-13,163-194,297-314,346-361,390-396,592-603,607-617,630-643		RRM_1 (x3),HnRNP_M_NLS (x1)
P52275	Caenorhabditis elegans	drllps	regulator	p_granule	428-450	135-153,165-176,408-428,436-449		Tubulin_C (x1),Tubulin (x1)
P52292	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,nucleolus,pml_nuclear_body,stress_granule,synthetic_condensate_000255,synthetic_condensate_000258,synthetic_condensate_000260	1-27,43-72	205-217		Arm (x8),IBB (x1),Arm_3 (x1)
P52293	Mus musculus	cdcode,drllps	client	nuclear_speckle,stress_granule	45-70	207-218		Arm (x8),IBB (x1),Arm_3 (x1)
P52294	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_body,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule	1-36	23-31,50-61,335-349		IBB (x1),Arm (x8),Arm_3 (x1)
P52297	Xenopus laevis	cdcode,llpsdb	driver,client	mitochondrial_cloud		337-341,478-493		IBN_N (x1)
P52298	Homo sapiens	cdcode,phasepdb	client	nuclear_body,nuclear_speckle,p_body,stress_granule	124-156	122-135		RRM_1 (x1)
P52304	Drosophila melanogaster	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body		148-160		Pkinase (x1),POLO_box (x2)
P52306	Homo sapiens	cdcode,drllps	client	p_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		509-526		Arm (x4)
P52410	Arabidopsis thaliana	cdcode,drllps	client	nucleolus	1-26	162-174		Ketoacyl-synt_C (x1),ketoacyl-synt (x1)
P52433	Homo sapiens	phasepdb	client	nuclear_body				
P52434	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle,nucleolus,stress_granule				RNA_pol_Rpb8 (x1)
P52436	Homo sapiens	phasepdb	client	nucleolus				
P52480	Mus musculus	cdcode,drllps	client	mast_cell_extracellular_granules_(mcegs),postsynaptic_density				PK_C (x1),PK (x1)
P52489	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P52503	Mus musculus	cdcode,drllps	client	postsynaptic_density				zf-CHCC (x1)
P52554	Caenorhabditis elegans	drllps,phasepdb	client,regulator	p_body,p_granule		109-126		Prefoldin_2 (x1)
P52564	Homo sapiens	cdcode	client	p_body,stress_granule				
P52594	Homo sapiens	phasepdb	client	pml_nuclear_body,stress_granule	145-193	135-153,214-258,337-353,357-371,385-403,453-466,490-511		ArfGap (x1)
P52597	Homo sapiens	cdcode,drllps,llpsdb,phasepdb	driver,client	nuclear_body,nuclear_speckle,nucleolus,p_body,paraspeckle,stress_granule		234-254		RRM_1 (x2),zf-RNPHF (x1)
P52630	Homo sapiens	phasepdb	driver	stress_granule		220-237,410-420,705-741		STAT_alpha (x1),STAT_int (x1),STAT_bind (x1),SH2 (x1),STAT2_C (x1)
P52655	Homo sapiens	cdcode,phasepdb	client	pml_nuclear_body,stress_granule				
P52701	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule	1-84,195-362	23-51,198-209,220-230,238-264,374-390,810-822		MutS_V (x1),MutS_I (x1),MutS_II (x1),MutS_III (x1),PWWP (x1),MutS_IV (x1)
P52709	Caenorhabditis elegans	drllps	regulator	p_body				tRNA_SAD (x1),tRNA-synt_2b (x1),HGTP_anticodon (x1),TGS (x1)
P52732	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,nuclear_speckle,paraspeckle,spindle_apparatus		340-351,375-395		Kinesin (x1),Microtub_bind (x1)
P52735	Homo sapiens	phasepdb	client	stress_granule		165-176,337-350,655-664,769-787		CAMSAP_CH (x1),RhoGEF (x1),PH (x1),C1_1 (x1),SH3_2 (x2),SH2 (x1)
P52737	Homo sapiens	phasepdb	client	nucleolus				zf-C2H2 (x7),KRAB (x1)
P52739	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_speckle	573-623	205-216,532-548,574-597		BTB (x1)
P52746	Homo sapiens	phasepdb	client	nucleolus	1-23,83-150,613-690,704-798,897-935,947-1014,1052-1092,1638-1687	20-31,116-127,702-718,725-739,784-807,942-956,1048-1060,1082-1093,1407-1420		zf-C2H2 (x3)
P52756	Homo sapiens	phasepdb	client	nuclear_speckle	1-93,411-468,507-540	21-74,329-355,362-388,393-410,425-446,520-535,569-581,627-647,680-698,779-796		RRM_1 (x1),zf-RanBP (x1),OCRE (x1),G-patch (x1)
P52789	Homo sapiens	cdcode,phasepdb	driver,client	cebpz_condensates,p_body,stress_granule				Hexokinase_1 (x2),Hexokinase_2 (x2)
P52814	Caenorhabditis elegans	drllps	regulator	p_body	1-23			Ribosomal_L39 (x1)
P52815	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,paraspeckle		16-26,107-119,171-191		Ribosomal_L12 (x1),Ribosomal_L12_N (x1)
P52819	Caenorhabditis elegans	drllps,phasepdb	client,regulator	p_body,p_granule		6-22,59-78,82-95		Ribosomal_L22e (x1)
P52821	Caenorhabditis elegans	phasepdb	client	p_granule				
P52824	Homo sapiens	cdcode,phasepdb	client	nuclear_speckle	1-59,269-295,908-942	32-60,170-185,265-286,322-335,845-865,920-937		C1_1 (x2),RA (x1),DAGK_cat (x1),DAGK_acc (x1)
P52895	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities				Aldo_ket_red (x1)
P52901	Arabidopsis thaliana	cdcode,drllps	client	nucleolus		104-115		E1_dh (x1)
P52907	Homo sapiens	cdcode,drllps,phasepdb	client	nuclear_stress_body,paraspeckle,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities		34-47		F-actin_cap_A (x1)
P52910	Saccharomyces cerevisiae	drllps	client	others				ACAS_N (x1),AMP-binding_C (x1),AMP-binding (x1)
P52912	Mus musculus	cdcode,drllps,llpsdb,phasepdb	driver,client	droplet,inclusion_body,stress_granule,synthetic_condensate_000104	355-376	59-65,82-104	1-386_phasepdb	RRM_1 (x3)
P52918	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	1200-1224			
P52919	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	34-74,278-319	155-163,182-209		NBP1 (x1)
P52926	Homo sapiens	phasepdb	client	nucleolus	1-109	15-37,43-56,93-108		AT_hook (x3)
P52943	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	98-119			LIM (x2)
P52948	Homo sapiens	cdcode,drllps,llpsdb,phasepdb,phasepro	driver,client	cytoplasmic_nucleoporin_granule;_nuclear_pore_complex,droplet,nuclear_body,nuclear_pore_central_transport_channel,nuclear_pore_complex,p62_cluster,p_body,selective_hydrogel_like_meshwork_formed_by_fg_nucleoporins_in_nuclear_pore_central_channel,stress_granule,transcriptional_condensate	512-535,614-633,662-682,886-937	5-45,73-87,115-138,257-272,330-358,396-417,427-444,594-610,926-935,1764-1775	1-500_phasepro,1-1817_phasepdb	Nup96 (x1),Nucleoporin2 (x1)
P53004	Homo sapiens	phasepdb	client	nuclear_speckle				
P53007	Homo sapiens	cdcode,drllps,phasepdb	client	postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		2-16,28-38,81-94,124-141		Mito_carr (x3)
P53010	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode,phasepdb	driver,client	hyperosmotic_shock_foci,hypersomatic_shock_foci,translational_condensate		397-409,731-742		UCH_1 (x1),RNase_T (x1)
P53011	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	263-285			WD40 (x4)
P53025	Homo sapiens	phasepdb	client	nucleolus				
P53026	Mus musculus	cdcode,drllps	client	postsynaptic_density		89-106		Ribosomal_L1 (x1)
P53041	Homo sapiens	phasepdb	client	p_body	1-23	219-236		PPP5 (x1),Metallophos (x1),TPR_1 (x1)
P53043	Saccharomyces cerevisiae	drllps	client	others		466-477		PPP5 (x1),Metallophos (x1)
P53075	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	525-577	3-18,217-239,322-336,520-560,564-576		
P53080	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	client	p_body	1-113,155-175	31-47,82-92,115-130		
P53091	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	1-94,200-257,852-901	10-34,207-222,838-850,860-873,899-910,988-995		MCM_N (x1),MCM_OB (x1),MCM (x1),MCM_lid (x1),MCM6_C (x1)
P53094	Saccharomyces cerevisiae	drllps	regulator	p_body,stress_granule	639-720,772-796,810-986,1134-1169,1189-1214,1263-1283,1308-1341	658-677,691-700,712-719,739-760,800-806,817-847,855-880,907-919,1136-1150,1261-1294,1344-1348		
P53096	Saccharomyces cerevisiae	drllps	client	others	428-452			Hist_deacetyl (x1)
P53104	Saccharomyces cerevisiae	cdcode,llpsdb,phasepdb	driver,client	atg_condensate	490-509	59-81,430-441,495-504,542-548,643-655	1-897_phasepdb	Pkinase (x1),DUF3543 (x1)
P53111	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule				Epimerase (x1)
P53112	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P53129	Saccharomyces cerevisiae	drllps	regulator	stress_granule	64-85	62-79,273-286,378-388,458-472		Fuz_longin_1 (x1),Fuz_longin_2 (x1),Fuz_longin_3 (x1)
P53131	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others,stress_granule	1-74	421-430,740-767		DEAD (x1),Helicase_C (x1),HA2 (x1),OB_NTP_bind (x1)
P53133	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				
P53145	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule	1-26,607-640	2-18,322-341,622-633		MMR_HSR1 (x1)
P53148	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-38,93-172,235-282,324-343,397-427	415-428,468-479,591-618,815-825		Spc7 (x1)
P53155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	cdcode,phasepdb	driver,client	hyperosmotic_shock_foci,hypersomatic_shock_foci	331-381	367-376		MINDY_DUB (x1)
P53159	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	216-235	167-208,244-264		MPS2 (x1)
P53168	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	27-47,172-247	43-59		DASH_Duo1 (x1)
P53197	Saccharomyces cerevisiae	drllps	regulator	stress_granule	1-56	23-50		ANAPC4_WD40 (x1),WD40 (x2)
P53199	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule				3Beta_HSD (x1)
P53200	Saccharomyces cerevisiae	cdcode,drllps	client	others,stress_granule		22-42,49-61,72-83		N6-adenineMlase (x1)
P53218	Saccharomyces cerevisiae	cdcode,drllps	client	tam_body		99-110		Alba (x1)
P53254	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	1-78	109-126,232-254,345-354,444-455,670-681		Nrap_D6 (x1),Nrap (x1),Nrap_D2 (x1),Nrap_D3 (x1),Nrap_D4 (x1),Nrap_D5 (x1)
P53256	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus				RNase_PH_C (x1),RNase_PH (x1)
P53261	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus,others,stress_granule	297-342,459-605	303-333,473-522,532-555,559-604		BRCT_2 (x1),Pescadillo_N (x1)
P53267	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	1-35,150-219,302-343	27-37,131-151		DASH_Dam1 (x1)
P53276	Saccharomyces cerevisiae	drllps	client	others		46-57,522-545,559-570,629-642		Utp8 (x1)
P53280	Saccharomyces cerevisiae	cdcode,drllps	client	p_body	1-24	126-135,940-946		
P53295	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		47-55		MMR_HSR1_Xtn (x1),TGS (x1),MMR_HSR1 (x1)
P53297	Saccharomyces cerevisiae	cdcode,drllps,llpsdb,phasepdb,phasepro	driver,client	cytoplasmic_stress_granule,droplet,others,p_body,stress_granule,synthetic_condensate_000248	1-38,305-380,412-488,683-722	64-69,98-109,307-316,338-347,356-367,369-380,408-428,456-475,577-602,655-675,680-695,706-721	571-722_phasepro,570-722_phasepdb	LsmAD (x1),SM-ATX (x1)
P53309	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P53316	Saccharomyces cerevisiae	cdcode,drllps	client	p_body,stress_granule	1-34,345-375,640-668	345-364,451-476,585-593,643-657,739-754,768-771		RRM_1 (x3)
P53320	Saccharomyces cerevisiae	drllps	regulator	stress_granule				Mito_carr (x3)
P53327	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule		965-978,1631-1639,1809-1816		DEAD (x2),Helicase_C (x2),Sec63 (x2)
P53331	Saccharomyces cerevisiae	drllps	regulator	stress_granule		41-50,168-182,522-535		RNase_T (x1)
P53335	Saccharomyces cerevisiae	cdcode,drllps	client	nucleolus	147-239	150-229		G-patch (x1)
P53350	Homo sapiens	cdcode,drllps,phasepdb	client	centrosome,centrosome/spindle_pole_body,stress_granule	1-35,338-364	13-38,130-141,347-365		POLO_box (x2),Pkinase (x1)
P53365	Homo sapiens	phasepdb	client	nucleolus	46-85	52-61,124-135		Arfaptin (x1)
P53370	Homo sapiens	phasepdb	client	p_body		59-73		NUDIX (x1),Nudix_hydro (x1)
P53378	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body	33-56	141-155,231-242,246-257,458-469		Tubulin_C (x1),Tubulin (x1)
P53396	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,p62_cluster,pml_nuclear_body,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities	441-487	441-457,465-475		Citrate_bind (x1),CoA_binding (x1),Ligase_CoA (x1),Citrate_synt (x1)
P53492	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Actin (x1)
P53496	Arabidopsis thaliana	cdcode,drllps	client	nucleolus				Actin (x1)
P53540	Saccharomyces cerevisiae	cdcode,drllps	client	centrosome,centrosome/spindle_pole_body				GCP_N_terminal (x1),GCP_C_terminal (x1)
P53550	Saccharomyces cerevisiae	cdcode,drllps,phasepdb	driver,client,regulator	hyperosmotic_shock_foci,others,p_body,stress_granule,synthetic_condensate_000343	302-341,417-465,501-520,528-692,831-867	280-295,313-334,383-404,525-540,596-608,631-646,692-703,723-730	1-970_phasepdb	NUDIX (x1),DCP2 (x1)
P53551	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	phasepdb	driver	na				
P53552	Saccharomyces cerevisiae	drllps	regulator	stress_granule	1250-1274,1384-1597	161-175,323-343		THOC2_N (x1),Thoc2 (x1),Tho2 (x1)
P53567	Homo sapiens	phasepdb	driver	na				
P53582	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,stress_granule				Peptidase_M24 (x1),zf-C6H2 (x1)
P53597	Homo sapiens	cdcode,drllps,phasepdb	client	nucleolus,postsynaptic_density,presynaptic_clusters_and_postsynaptic_densities,stress_granule		2-13,16-33,125-137,248-268,300-317		Ligase_CoA (x1),CoA_binding (x1)
P53617	Saccharomyces cerevisiae	cdcode,drllps	client	stress_granule	225-282,468-575	40-52,245-265,513-527,533-554,557-575		CID (x1),RRM_1 (x1)
