unified_mlo,source_db,source_name,definition
nuclear_dicing_body,cdcode,Nuclear dicing body,"Nuclear dicing bodies are nuclear bodies that play an  important role  in miRNAs  control  of gene expression. In plant cells, miRNA processing is a two-step process that takes place inside the nucleus by the enzyme Dicer-like1 (DCL1) and other proteins such as Serrate (SE), a zinc-finger domain protein, and Hyponastic Leaves1, a double-stranded RNA (dsRNA) binding-domain protein (HYL1). It is recently found that dicing bodies are phase separated condensates and their assembly is driven by the phase separation of SE."
nuclear_dicing_body,phasepdb,Nuclear dicing body,"MicroRNA (miRNA) production entails the step-wise processing of primary miRNAs (pri-miRNAs) into precursor miRNAs (pre-miRNAs) and miRNA/* duplexes by Dicing complexes containing DCL1, HYL1 and SE, which are localized in nuclear dicing bodies (D-bodies), D-bodies are phase-separated condensates."
nuclear_pore_complex,cdcode,Nuclear pore complex,"Nucleocytoplasmic exchange is mediated by nuclear pore complexes (NPCs). They're massive protein complexes that join the inner and outer nuclear membranes to create channels that span the nuclear envelope. Nucleoporins, which are made up of about 30 different protein components, assemble in many copies to form a complicated cylindrical architecture to the nuclear pores."
nuclear_pore_complex,drllps,Nuclear pore complex,"The nuclear pore is proposed to be a LLPS stress granules initially condense to form stable cores, possibly with a nascent shell layer, and these cores merge into larger structures through interactions between the shell structures. A stable core assemblies could provide a structural platform for the formation of stress granules, due to the high concentration of IDRs on stress granule components to then rapidly phase-separate a dynamic shell that grows as a result of fusion with other small granules and surface exchange with an increasing pool of untranslating mRNPs. This general principle is also seen in the formation of the nuclear pore, wherein the creation of a high local concentration of FG repeat proteins by the structure of the nuclear pore, allows for a phase transition within the nuclear pore itself, even if the interactions between the FG repeats are relatively weak and non-specific."
nuclear_pore_complex,phasepdb,Nuclear pore complex,"Nuclear pore complex (NPC) is primarily a site in the nuclear envelope, which regulates entry and exit of cellular material including proteins and RNA. It comprises at least 30 proteins called nucleoporins . Previously, electron micrographs of the nuclear periphery have revealed that euchromatin tends to localize near NPCs, while heterochromatin lies close to the nuclear periphery and lamina. Not surprisingly, various studies have shown an association between active genes and NPCs. The role of NPCs in genome organization and transcription is well established in yeast; however, its role in higher eukaryotes is just starting to evolve."
nuclear_pore_complex,phasepro,nuclear pore central transport channel,"The central substructure of the nuclear pore complex (NPC), through which nucleocytoplasmic transport of RNAs, proteins and small molecules occurs. The central transport channel is filled with FG-nucleoporins, which form a selective barrier and provide a series of binding sites for transporter proteins. Characterized S. cerevisiae FG-nucleoporins include Nup159p, Nup145Np, Nup116p, Nup100p, Nsp1p, Nup57p, Nup49p, Nup42p, Nup53p, Nup59p/Asm4p, Nup60p and Nup1. Characterized vertebrate FG-nucleoporins include Nup214, Nup98, Nup62, Nup54, Nup58/45, NLP1, and Nup153."
nuclear_pore_complex,phasepro,selective hydrogel-like meshwork formed by FG-nucleoporins in nuclear pore central channel,
nuclear_protein_granule,phasepro,nuclear protein granule,
nuclear_speckle,cdcode,ALYREF condensates,"ALYREF condensates are formed by the ALYREF protein through phase separation. These condensates are important for maintaining genomic integrity, and their disruption is implicated in the side effects of certain drugs and in diseases like cancer."
nuclear_speckle,cdcode,Nuclear poly(A) domains,Nuclear poly(A) domains (NPAD) are condensates containing newly transcribed mRNA. These hubs of transcripts are found in the developing Oocytes and are linked to female infertility and premature ovarian failure
nuclear_speckle,cdcode,Nuclear speckle,Nuclear speckles are nuclear condensates also known as interchromatin granule clusters. These condensates are enriched in pre-mRNA splicing factors located in the interchromatin region of the nucleoplasm.
nuclear_speckle,cdcode,Omega speckle,"Omega speckles are membraneless nuclear bodies in Drosophila melanogaster, formed by the long noncoding RNA Hsrω (heat shock RNA omega). Hsrω functions as an architectural RNA (arcRNA), initiating and stabilizing omega speckles that are essential for regulating processes like stem cell differentiation."
nuclear_speckle,drllps,Nuclear speckle,"Nuclear speckles or splicing speckles, also known as interchromatin granule clusters, are membrane-less nuclear organelles enriched in pre-mRNA splicing and transcription factors and play important roles in RNA metabolism, such as transcription, pre-mRNA splicing, 3â²-end mRNA processing, and execution of mRNA nuclear export (1; 2). They are dynamic subnuclear structures, and their size, shape, and number can vary accompanied with RNA regulation, nuclear speckles disperse in high activity of mRNA processing when transcription or pre-mRNA splicing is inhibited, GSK-3β can regulate assembly of nuclear speckles. Because many naturally intronless mRNAs, including eight exogenously expressed and four endogenous ones, are proved to be associate with NSs, So Nuclear speckles (NSs) are thought to serve as splicing factor storage sites."
nuclear_speckle,phasepdb,Nuclear speckle,"The nucleoplasm is not homogenous; it consists of many types of nuclear bodies, also known as nuclear domains or nuclear subcompartments. These self-organizing structures gather machinery involved in various nuclear activities. Nuclear speckles (NSs) or splicing speckles, also called interchromatin granule clusters, were discovered as sites for splicing factor storage and modification. Further studies on transcription and mRNA maturation and export revealed a more general role for splicing speckles in RNA metabolism. NSs contribute to numerous human diseases, including cancers and viral infections. In addition, recent data have demonstrated close relationships between these structures and the development of neurological disorders."
nuclear_speckle,phasepro,nuclear speck,"A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
nuclear_speckle,phasepro,nuclear speckle,
nuclear_stress_body,cdcode,A-bodies,Amyloid bodies (A-bodies) are inducible membrane-less nuclear compartments composed of heterogeneous proteins that adopt an amyloid-like state.
nuclear_stress_body,cdcode,Nuclear stress body,Stress bodies  which form in the nucleus in response to heat shock.
nuclear_stress_body,drllps,Nuclear stress body,"Nuclear stress bodies/granule (nSBs), also called perichromatin granules (PGs), are a kind of cytoplasmic PMLOs, which are different in size, shape, and composition, and almost invariantly contain intrinsically disordered proteins. They are formed as a result of highly regulated and reversible liquid-liquid demixing phase separation and represent condensed liquid droplets, which are invariantly enriched in intrinsically disordered proteins. Perichromatin granules are located in nucleus with pre-mRNA, SatIII DNA, SatIII ncRNAs, chromatin components and itâs proved to be related to the response to heat shock and other forms of stress. The assembly of these bodies requires the synthesis of non-coding RNAs with a probable role in the post-transcriptional regulation of gene expression and in higher-order chromatin organization."
nuclear_stress_body,phasepdb,Nuclear stress body,"Nuclear stress bodies (nSBs) are unique subnuclear organelles which form in response to heat shock. They are initiated through a direct interaction between heat shock transcription factor 1 (HSF1) and pericentric tandem repeats of satellite III sequences and correspond to active transcription sites for noncoding satellite III transcripts. Given their unusual features, nSBs are distinct from other known transcription sites. In stressed cells, they are thought to participate in rapid, transient, and global reprogramming of gene expression through different types of mechanisms including chromatin remodeling and trapping of transcription and splicing factors[1]. Human satellite III noncoding RNA (SatIII RNA) is expressed in heat-shocked cells under cellular stress, as well as few cancer cells evident the expression of SatIII as nSBs[2]."
nucleolus,cdcode,Dense fibrillar component,Dense fibrillar component (DFC) is a substructure of nucleolus. Small nucleolar ribonucleoproteins (snoRNPs) splice and modify pre-ribosomal RNA transcripts in the DFC.
nucleolus,cdcode,Granular component,Granular component (GC) is one of the three substructures of the nucleolus. GC is the site where final maturation of the pre-ribosomal ribonucleoprotein and assembly with ribosomal proteins occur.
nucleolus,cdcode,Nucleolus,"Nucleolus is the largest and the first membrane-less organelle which was identified. It is composed of a fibrillar centre (FC), dense fibrillar component (DFC) and granular component (GC).  The nucleolus is a dynamic structure that disassembles during mitosis and reassembles after cell division. The nucleolus is responsible for ribosome biogenesis in eucaryotic cells, which are essential macromolecular machines responsible for synthesizing all proteins required by the cell. The nucleoli are now known to act as sensors and regulators of cellular responses, such as apoptosis, DNA damage response, epigenetic modification, genome stability, proliferation, senescence and signal transduction."
nucleolus,cdcode,rDNA locus,"Ribosome biosynthesis occurs in the nucleolus. In budding yeast, rDNA and Cdc14 form  nucleolar condensates which are formed by polymer-polymer phase separation. This process depends on the concentration of DNA cross-linkers."
nucleolus,drllps,Nucleolus,"The nucleolus is the most obvious spherical structure in the intercellular nucleus of eukaryotic cells. Phase separation occurs during the nucleolus formation. In the process of nucleolus formation, fibrillarin (FIB1) and nucleophosmin (NPM1) are putatively driver proteins for the subcompartmentalized organization of the nucleolus. Arginine-containing DPRs can impair nucleolar dynamics and function in live cells. Besides, the first 21 amino acids of the N-terminus were essential for nucleolar localization, while portion of NRG1-h3 has been proved to prevent nucleolar accumulation in all cells."
nucleolus,phasepdb,Nucleolus,"The nucleolus is a prominent membraneless organelle residing within the nucleus. The nucleolus has been regarded as a housekeeping structure mainly known for its role in ribosomal RNA (rRNA) production and ribosome assembly. However, accumulating evidence has revealed its functions in numerous cellular processes that control organismal physiology, thereby taking the nucleolus much beyond its conventional role in ribosome biogenesis. Perturbations in nucleolar functions have been associated with severe diseases such as cancer and progeria. mass-spectrometry-based analyses have revealed numerous proteins residing in different compartments of the nucleolus involved in functions other than ribosome biogenesis, suggesting a multidimensional role of the nucleolus."
nucleolus,phasepro,dense fibrillar component,"A structure found in the nucleolus, which contains newly synthesized preribosomal RNA (pre-rRNA) and a collection of proteins."
nucleolus,phasepro,granular component,"A structure found in the nucleolus, which contains nearly completed preribosomal particles destined for the cytoplasm."
nucleolus,phasepro,nucleolus,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."
obsolete_cytoskeletal_part,phasepro,obsolete cytoskeletal part,"OBSOLETE. Any constituent part of the cytoskeleton, a cellular scaffolding or skeleton that maintains cell shape, enables some cell motion (using structures such as flagella and cilia), and plays important roles in both intra-cellular transport (e.g. the movement of vesicles and organelles) and cellular division. Includes constituent parts of intermediate filaments, microfilaments, microtubules, and the microtrabecular lattice."
opt_domain,drllps,OPT domain,"In some cells, PTF is concentrated in one, or very few, discrete regions (diameter approximately 1.3 micron) that appear during G1 phase and disappear in S phase. Oct1, a transcription factor that interacts with PTF, is also enriched in these domains, RNA polymerase II, TBP and Sp1 are also present. Each domain typically contains 2 or 3 transcription 'factories' where Br-UTP is incorporated into nascent transcripts. This region was named Oct1/PTF/transcription (OPT) domain. The domains may act like nucleoli to bring particular genes on specific chromosomes together to a region where the appropriate transcription and processing factors are concentrated, thereby facilitating the expression of those genes. In fact, incomplete DNA synthesis during S phase leads to a DNA damage response and formation of 53BP1-OPT domains in the subsequent G1, which indicates that replication stress induces 53BP1-containing OPT domains in G1 cells."
oskar_granule,phasepdb,Oskar granule,"In Drosophila, oskar mRNA encodes the posterior determinant, Oskar protein. Posterior accumulation of Oskar is achieved by active transport of oskar mRNA as diffraction-limited granules on a polarized microtubule network during mid-oogenesis, in a two-step transport process involving dynein and kinesin motors. Importantly, oskar mRNA is translationally repressed prior to localization, preventing ectopic production of Oskar protein. The translated Oskar protein nucleates pole plasm assembly, which induces abdominal patterning and germline formation in the embryo. oskar granules are RNA-protein condensates that behave as solids in vivo and in vitro."
p62_body,cdcode,ORF8/p62 condensate,The ORF8/p62 condensate is a SARS-CoV-2-induced biomolecular condensate that hijacks ER-phagy receptors to  promote viral replication
p62_body,cdcode,P62 body,"Inclusion bodies are insoluble aggregates of misfolded proteins inside the cell. A common pathogenic event in a range of neurodegenerative illnesses is aggregated proteins from the cytoplasm of nerve cells and glia. Misfolding in P62 is linked to sporadic inclusion body myositis (s-IBM) through defect in selective autophagy and Amyotrophic lateral sclerosis (ALS) which is a neurodegenerative disease that affects motor neurons in the brain, brainstem, and spinal cord."
p62_body,cdcode,P62 cluster,"Misfolding in P62 is linked to defect in selective autophagy and Amyotrophic lateral sclerosis (ALS) which is a neurodegenerative disease that affects motor neurons in the brain, brainstem, and spinal cord."
p62_body,phasepdb,p62 cluster,"p62 forms droplets in vivo which have liquid-like properties such as high sphericity, the ability to undergo fusion, and recovery after photobleaching. p62 phase separation is dependent on p62 polymerization, the interaction between p62 and ubiquitin, and the valence of the polyubiquitin chain. p62 and ubiquitinated proteins spontaneously coalesce into larger clusters. Efficient cluster formation requires substrates modified with at least two ubiquitin chains longer than three moieties and is based on p62 filaments cross-linked by the substrates."
p62_body,phasepro,p62 body,
p_body,cdcode,CCR4-NOT1 complex,CCR4-NOT1 complex plays an important role in mRNA deanylation.
p_body,cdcode,GW-body,"The mammalian analog of P-bodies is known as GW bodies. These are cytoplasmic foci involved in the breakdown of mRNA. RNA interference has been connected to GWBs in recent research, with disruption or disassembly of GWBs being shown to affect siRNA and miRNA silencing activity."
p_body,cdcode,P-body,"P-bodies are cytosolic biomolecular condensates that arise in response to environmental stress when translationally-arrested mRNAs and proteins phase separate at specific regions in the cytoplasm. In this way, P-bodies are important for translation regulation and proteome buffering."
p_body,cdcode,p62-dependent P-bodies (pd-PBs),"p62-dependent P-bodies (pd-PBs) are a stress-induced subtype of P-bodies that form under proteotoxic or inflammatory stress. Characterized by the recruitment of the autophagy receptor p62/SQSTM1 (acting as a scaffold), pd-PBs are enriched in proteins involved in RNA metabolism (e.g., DDX6, LSM14A, EDC4, eIF4E) and are associated with mRNA"
p_body,cdcode,PB-like Assembly,"PB-like assemblies are smaller, distinct subassemblies of P-body components that form when canonical PBs are disrupted. Unlike canonical PBs, they are smaller and show increased interactions with SGs, often clustering around their surface."
p_body,drllps,P-body,"P- (mRNA-processing) bodies are cytoplasmic granules that form in eukaryotic cells in response to numerous stresses to serve as sites of degradation and storage of mRNAs, which form through multiple protein-protein interactions analogous to a liquid-liquid phase separation. Functional P-bodies are critical for the DNA replication stress response in yeast, it consists of nontranslating mRNAs and the general translation repression and mRNA degradation machinery and is associated with mRNA translation and degradation."
p_body,phasepdb,P-body,"P-bodies are cytosolic biomolecular condensates that dynamically form by the phase separation of RNAs and proteins. They participate in translational control and buffer the proteome. Upon stress, translationally stalled mRNAs devoid of translation initiation factors shuttle to P-bodies (PBs). The PB proteomes are biased toward intrinsically disordered regions and have a high propensity to contain primary sequence features favoring phase separation. While direct evidence for the role of PBs in disease is still mostly lacking, recent studies point to an important regulatory role of PBs in controlling key processes in chromatin regulation, RNA processing, protein synthesis, and protein degradation."
p_body,phasepro,GW-body,
p_body,phasepro,P-body,"A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing."
p_granule,cdcode,Germ granule,"In many animals, maternal cytoplasmic factors called germ plasm regulate gamete production during embryogenesis. Germ plasm is a cytoplasmic determinant  composed mainly of RNAs and proteins and is inherited from the mother to the offspring inside the egg."
p_granule,cdcode,Mimi granules,mimi granules contain mRNAs and proteins involved in synaptic processes. Loss of these granules is associated with impaired nervous system maturity and neuropeptide-mediated signaling resulting in neurodegeneration phenotype
p_granule,cdcode,P-granule,"P-granules are germ granules in C. elegans. P-granules are composed of a heterogenous mixture of RNAs and proteins. P-granule components are linked to RNA metabolism, implying their role in posttranscriptional control."
p_granule,cdcode,PGL granules,"PGL granules are ribonucleoprotein condensates accumulating under heat stress (26°C) found in Caenorhabditis elegans. PGL granules are distinct from stress granules and P bodies in composition and dynamics. The granules serve as sites for mRNA storage and regulation, facilitating stress resistance and  evading autophagic degradation."
p_granule,cdcode,Trbd,Trbd phase separation in vitro depends on LR (linker region)
p_granule,drllps,P granule,"P granules are the Caenorhabditis elegans âgerm granulesâ, a class of perinuclear RNA granules specific to the germline. The defining components of P granules are two classes of RNA-binding proteins: the RGG-domain proteins, PGL-1 and PGL-3; and the DEAD-box proteins, GLH-1â4. P granules get their name from the P lineage, the embryonic lineage that gives rise to the germline. Because P granules sit on nuclear pores, most mRNAs transcribed in germ cells likely pass through a P granule on their way to the cytoplasm."
p_granule,phasepdb,P granule,P granules are RNA/protein condensates in the germline of Caenorhabditis elegans. Genetic analyses have begun to identify the proteins that regulate P granule assembly in the cytoplasm of zygotes. P granules are present in the germline throughout the life cycle of the worm. PGL-1 and PGL-3 form a core condensate that recruits other P granule components.
p_granule,phasepro,P granule,"A small cytoplasmic, non-membranous RNA/protein complex aggregate in the primordial germ cells of many higher eukaryotes."
parabs_condensate,cdcode,ParABS DNA,"ParABS DNA condensate is formed by the key component of the ParABS system, the ParB (spo0J) protein, which assembles dynamically on the DNA"
parabs_condensate,phasepdb,ParABS,"The ParABS system is supposed to be responsible for plasmid partitioning and chromosome segregation in bacteria. ParABS ensures a high degree of fidelity in inheritance by dividing the genetic material equally between daughter cells during cell division. However, the molecular mechanisms underlying the assembly of the partition complex, representing the core of the ParABS system, are still far from being understood. Here we demonstrate that the partition complex is formed via liquid-liquid phase separation. Assembly of the partition complex is initiated by the formation of oligomeric ParB species, which in turn are regulated by CTP-binding. Phase diagrams and in vivo analysis show how the partition complex can further be spatially regulated by parS."
paraspeckle,cdcode,NONO,"NONO partitions into condensates in mouse fibroblasts and lack colocalisation with Neat1 mRNA, suggesting a non-Neat1 paraspeckle type condensate"
paraspeckle,cdcode,Paraspeckle,"Paraspeckles are nuclear condensates which are formed around the long non-coding RNA NEAT1. According to emerging data, paraspeckle formation is triggered by phase separation of associated RNA-binding proteins with intrinsically disordered regions, which results in an orderly arrangement of paraspeckle components along NEAT1."
paraspeckle,drllps,Paraspeckle,"Paraspeckles are mammalian-specific nuclear bodies that often lie adjacent to splicing speckles, containing several multifunctional proteins, including PSF (PTB-associated splicing factor), p54nrb, PSP1andRBM14/CoAA/PSP2 (here- after referred to CoAA), the long noncoding RNA NEAT1 assembles these protein components and is critical for paraspeckle formation. DIS3 was proved to be involved in controlling the formation of paraspeckles, nuclear bodies that are organized around NEAT1 lncRNA, whose short form was overexpressed in cells with mutated DIS3. Paraspeckles regulate gene expression through a number of mechanisms, including sequestration of specific transcription factors and/or hyperedited mRNAs. Besides, RNA editing by the enzyme ADAR (Adenosine deaminase acting on RNA) was proved to occur in paraspeckles."
paraspeckle,phasepdb,Paraspeckle,"Paraspeckle is a nuclear body in which one of the essential paraspeckle proteins co-localizes with the longer isoform of NEAT1. Paraspeckles are mammal-specific RNA-protein nuclear bodies that regulate gene expression. First described in 2002 as nuclear foci enriched in the marker protein paraspeckle component protein 1 (PSPC1), paraspeckles are now known to contain over 40 different proteins (generally ubiquitously expressed RNA-binding proteins) and one architectural lncRNA, nuclear paraspeckle assembly transcript 1 (NEAT1). Some component proteins mediate critical RNA-protein or protein-protein interactions essential for paraspeckle formation. In addition to these structural components there are several different molecules targeted to paraspeckles, such as various types of RNAs, as well as proteins that are not required to build paraspeckles, but nevertheless may be regulated by them."
paraspeckle,phasepro,paraspeckle,
paraspeckle,phasepro,paraspeckles,"Discrete subnuclear bodies in the interchromatin nucleoplasmic space, often located adjacent to nuclear specks. 10-20 paraspeckles are typically found in human cell nuclei."
pcg_protein_complex,phasepro,PcG protein complex,"A chromatin-associated multiprotein complex containing Polycomb Group proteins. In Drosophila, Polycomb group proteins are involved in the long-term maintenance of gene repression, and PcG protein complexes associate with Polycomb group response elements (PREs) in target genes to regulate higher-order chromatin structure."
perinucleolar_compartment,cdcode,Peri-nucleolar condensate,"Peri-Nucleolar Condensates form at the nucleolar periphery during heat shock. Upon heat-shock the ribosomal biogenesis is halted and this can lead to accumulation of aggregation prone orphan ribosomal proteins (oRPs). Peri-nucleolar condensates mainly consist of oRPs and the Hsp70 co-chaperone Sis1/DnaJB6. The condensates are suggested to preserve oRPs in a liquid-like state, preventing their degradation and enabling their incorporation into functional ribosomes upon recovery from heat shock."
perinucleolar_compartment,drllps,Perinucleolar compartment,"The perinucleolar compartment (PNC) is a dynamic, irregularly shaped, and electron-dense nuclear structure that is physically associated with the nucleolus. It is found predominantly in transformed cells and various cancer tissues, and rarely in normal cells. The components of the PNC described to date include several small RNAs transcribed by RNA polymerase (pol) III, and several RNA binding proteins of which some are primarily implicated in pre-messenger RNA (mRNA) processing. As a kind of PMLOs, The PNC is a dynamic functional organelle involved in the metabolism and trafficking of a subset of newly synthesized pol III RNAs in transformed cells."
pi_body,phasepro,pi-body,"A P granule that contains the PIWIL2-TDRD1 module, a set of proteins that act in the primary piRNA pathway. The pi-body corresponds to the cementing material between mitochondria found in gonocytes."
plant_photobody,cdcode,CRY2/SPA1/FIO1 condensate,Light-induced condensates that regulate mRNA methylation and translation of transcripts involved in chlorophyll homeostasis. The CRY2/SPA1/FIO1 complex maintains chlorophyll biosynthesis and photosynthetic efficiency amid fluctuating light conditions.
plant_photobody,cdcode,Plant Photobody,A tunable thermo-sensor in plants where in light induced conformational changes direct photo-body formation and condensate itself senses the temperature signals.
plant_signaling_condensate,cdcode,OsJAZ2 condensate,JAZ2 protein forms condensates in both Oryza sativa and Nicotiana benthamiana leaf cells in nucleus and cytosol
plant_signaling_condensate,cdcode,OsSRO1c-OsDREB2B condensate,OsSRO1c protein interacts with OsDREB2B (an AP2/ERF transcription factor and positive regulator of cold response) in rice to form niomolecular condensates. These nuclear bodies are shown to facilitate its transcriptional activity to respond to low temperature through dynamic phase transitions and confer cold tolerance via transcriptional regulation of key cold-tolerance genes.
plant_signaling_condensate,cdcode,PARCL condensate,The condensates formed by PARCL (plant RNA-binding protein). PARCL exhibits chaperone activity and colocalizes with RNA.
plant_signaling_condensate,cdcode,Plant growth regulator,Signal transduction body that regulates growth based on light and
plant_signaling_condensate,cdcode,RH20 condensate,"The RH20 condensate is  formed by the RNA helicase RH20, which interacts with AGO2. Given that RH20 enhances RNA silencing and antiviral immunity, it is hypothesized that the condensate may facilitate these processes."
pml_nuclear_body,cdcode,PML body,"PML bodies are nuclear condensates detected by the PML protein, as their name suggests. The PML protein polymerizes into spherical shells where it concentrates several unrelated partner proteins into the PML bodies. PML is found in nearly all normal human tissues and produces PML bodies, which play a role in gene regulation and cellular activities like DNA repair, cell cycle control, and cell fate decisions."
pml_nuclear_body,drllps,PML nuclear body,"PML nuclear bodies are matrix-associated domains that recruit an astonishing variety of seemingly unrelated proteins. Since their discovery in the early 1960s, PML bodies have fascinated cell biologists because of their beauty and their tight association with cellular disorders. The identification of PML, a gene involved in an oncogenic chromosomal translocation, as the key organizer of these domains drew instant interest onto them. The multiple levels of PML body regulation by a specific posttranslational modification, sumoylation, have raised several unsolved issues. Functionally, PML bodies may sequester, modify or degrade partner proteins, but in many ways, PML bodies still constitute an enigma."
pml_nuclear_body,phasepdb,PML nuclear body,"PML-NBs are discrete nuclear foci of 0.2-1.0 μm in diameter that are present in most mammalian cell nuclei. They typically number 1-30 bodies per nucleus, depending on the cell type, cell-cycle phase and differentiation stage.PML-NBs are dynamic structures that undergo significant changes in number, size and position during cell-cycle progression and in response to cellular stresses such as DNA damage and induction of senescence.Recent data suggest that PML-NBs are heterogeneous structures and that different PML-NBs may regulate specific cellular functions according to their protein composition, their position in the nucleus and their mobility."
pml_nuclear_body,phasepro,PML body,"A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."
polarisome,cdcode,Polarisome,Polarisome is a multiprotein complex which nucleates actin cables to drive polarized cell growth in budding yeast and filamentous fungi.
polarisome,phasepdb,Polarisome,"In the budding yeast, the polarisome complex is an actin cable nucleation center that consists of the following core members: formin Bni1, nucleation-promoting factor (NPF) Bud6, Pea2, and scaffolding protein Spa2. Actin assembly acutely responds to environmental stimuli, which triggers various signal transduction mechanisms. Polarisome complex proteins are intrinsically disordered proteins (IDPs) that have a high ratio of disordered residues to integrate interior and exterior signals by changing protein conformations or protein–protein interactions. Polarisome proteins are located in a non-membranous zone that changes its size and protein density at the bud tip during polarized cell growth when cells switch from apical to isotropic growth."
polarity_condensate,cdcode,Fus1 condensate,formin Fus1 forms condensates in S.pombe fusion focus. These condensates are suggested to support proper fusion formation and fusion.
polarity_condensate,cdcode,Numb/Pon condensate,"Numb is a neuroblast cell fate determinant that, along with Pon, forms a basal crescent and is segregated into the basal daughter cell to start the differentiation process. The complex exhibits remarkable binding specificity and liquid-liquid phase separation as a result of the multivalent Numb-Pon interaction."
polarity_condensate,cdcode,Par complex,Par complex is an evolutionary conserved complex which is composed of Par3/Par6/aPKC. Par complex forms a phase separated  condensate under the plasma membrane and regulates polarity in numerous cell types.
polarity_condensate,cdcode,PodJ condensates,Caulobacter PodJ (a swarmer-cell-pole scaffold) condensates participate in regulation if asymmetric cell division (ACD)
polarity_condensate,cdcode,PopZ condensate,"PopZ condensate in Caulobacter  is a membraneless forms a microdomain at the cell poles. Condensates selectively recruite and concentrate signaling proteins, such as the CckA and ChpT."
polarity_condensate,phasepdb,Par complex,"Par complex exhibits cell cycle-dependent condensation in Drosophila neuroblasts, driven by liquid-liquid phase separation. The open conformation of Par3 undergoes autonomous phase separation likely due to its NTD-mediated oligomerization. Par6, via C-terminal tail binding to Par3 PDZ3, can be enriched to Par3 condensates and in return dramatically promote Par3 phase separation. aPKC can also be concentrated to the Par3N/Par6 condensates as a client. Perturbations of Par3/Par6 phase separation impair the establishment of apical-basal polarity during neuroblast asymmetric divisions and lead to defective lineage development."
polarity_condensate,phasepro,basal Numb-Pon crescent in dividing neuroblasts,
polycomb_body,cdcode,PcG body,Proteins from the Polycomb Group (PcG) are clustered in nuclear foci known as PcG bodies. PcG proteins regulate the expression of a wide range of genes by silencing them.
polycomb_body,drllps,PcG body,"PcG bodies, termed polycomb bodies, are subnuclear organelles containing polycomb group proteins. They are a kind of PMLOs located in nucleus, which possess liquid-like behavior and are believed to be formed as a result of biological liquid-liquid phase transitions, where an intricate interplay between RNA and intrinsically disordered proteins (IDPs) or hybrid proteins containing ordered domains and intrinsically disordered protein regions (IDPRs) may play an important role, they are formed as a result of highly regulated and reversible liquid-liquid demixing phase separation and represent condensed liquid droplets, which are invariantly enriched in intrinsically disordered proteins. They correspond to local accumulations of PcG proteins, which are important epigenetic regulators that control transcription of their target genes. Morover, Polycomb bodyâassociated PHC2 was found to interact with the Polycomb repressive complex, which is relevant to the function of polycomb bodies in transcription regulation."
polycomb_body,phasepdb,Polycomb body,"PRC1 is concentrated into nuclear condensates called Polycomb bodies. These bodies, as originally defined, are large and might serve to store PcG proteins in nonfunctional reservoirs or may represent functional hubs of maintained repression. The Polycomb-repressive complex 1 (PRC1) family complexes are central to maintaining this repression. The CBX-PRC1 complexes compartmentalize key developmental regulators for repression through phase-separated condensates driven by the chromobox 2 (CBX2) protein. These complexes have been shown previously to reside in membraneless organelles called Polycomb bodies, leading to speculation that canonical PRC1 might be found in a separate phase from the rest of the nucleus."
polycomb_body,phasepro,PcG chromatin condensates,
polyp_granule,cdcode,PolyP granule,PolyP granule form in Pseudomonas aeruginosa under nitrogen starvation.
postsynaptic_density,cdcode,ArgBP2 dendritic spine condensate,Post-synaptic condensate composed of neuronal isoform nArgBP2 in dendritic spines.
postsynaptic_density,cdcode,FATZ-1 condensate,The FATZ condensate is formed through phase separation by the sarcomeric protein FATZ-1 creating a fuzzy complex with a polar architecture
postsynaptic_density,cdcode,Postsynaptic density,"Postsynaptic density (PSD) is a condensed protein-rich sub-compartment beneath the postsynaptic plasma membranes of each synapse that constantly interchange their contents with bulk aqueous cytoplasm in synaptic spines.. The PSD is responsible for receiving, amplifying, and storing signals begun by presynaptic cells. PSDs are made up of tightly packed proteins that form assemblies that are a few hundred nanometers wide and 30–50 nanometers thick."
postsynaptic_density,cdcode,Rapsn condensate,"Rapsn condensates play a role in the formation of the neuromuscular junction (NMJ). These condensates are described to form when the protein Rapsn undergoes liquid-liquid phase separation (LLPS). Rapsn condensates recruit other necessary components, such as acetylcholine receptors, cytoskeletal proteins, and various signaling proteins, which are all essential for the differentiation of the postsynaptic side of the junction"
